-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,117,118,118,116,117,116,117,118,118,118,117,118,116,117,118,116,117,118,116,117,116,117,118,118,118,118,118,116,117,118,116,117,118,116,117,118,-1,-1
-1,-1,116,116,117,118,117,118,117,118,118,116,116,117,118,118,118,118,118,116,116,117,118,116,116,116,116,117,118,118,117,116,116,117,116,116,117,118,-1,-1
-1,-1,117,116,116,116,117,118,117,116,117,118,118,117,116,117,118,117,118,116,116,116,116,117,116,116,117,118,118,117,118,117,118,116,117,118,117,118,-1,-1
-1,-1,117,118,116,116,116,116,117,116,117,118,118,118,117,118,118,118,118,118,118,116,117,118,118,116,116,116,117,118,118,116,117,116,117,118,118,118,-1,-1
-1,-1,117,118,116,116,116,116,116,116,117,118,117,118,118,118,117,118,118,118,118,116,117,118,116,116,117,116,116,117,118,116,117,116,116,117,118,118,-1,-1
-1,-1,117,118,116,116,116,116,117,116,117,118,117,118,118,116,116,117,118,118,116,116,117,116,116,117,118,116,116,116,116,117,116,116,116,117,118,118,-1,-1
-1,-1,117,116,117,116,117,116,116,116,117,118,118,118,116,116,117,118,118,118,118,117,116,116,117,118,118,116,117,118,116,116,116,117,116,116,117,118,-1,-1
-1,-1,117,116,117,116,117,118,116,116,116,117,118,116,116,117,118,118,116,117,118,118,116,117,118,118,116,116,117,118,116,117,118,117,118,117,118,118,-1,-1
-1,-1,117,116,116,116,117,118,116,117,116,117,118,117,116,117,118,117,118,116,117,118,117,118,118,116,116,116,117,116,116,117,118,117,118,116,117,118,-1,-1
-1,-1,117,116,116,117,118,118,116,117,118,116,116,116,116,117,118,117,118,117,116,117,118,118,116,117,116,117,118,116,116,117,118,117,118,116,117,118,-1,-1
-1,-1,116,117,116,117,118,116,117,118,116,117,116,116,117,118,116,116,116,116,116,117,118,118,116,116,116,117,116,116,117,118,118,118,118,116,117,118,-1,-1
-1,-1,116,116,116,117,118,116,117,118,116,117,116,116,117,118,118,117,118,117,116,117,118,118,118,116,116,117,116,116,117,118,118,118,118,117,118,118,-1,-1
-1,-1,116,116,116,117,118,117,118,118,117,118,116,116,117,118,118,118,116,116,117,116,117,118,118,116,117,116,116,117,118,117,118,118,118,116,117,118,-1,-1
-1,-1,116,116,116,116,117,118,118,117,118,116,116,117,118,118,117,118,116,116,116,116,117,118,116,116,117,116,116,117,118,118,117,118,118,116,117,118,-1,-1
-1,-1,117,116,117,116,117,118,118,118,116,116,116,117,118,117,118,116,116,117,118,116,117,118,116,117,118,116,116,117,118,118,118,117,118,116,117,118,-1,-1
-1,-1,116,116,117,116,116,117,118,118,116,116,117,118,116,117,118,116,117,118,118,116,117,118,116,116,116,116,117,118,117,118,118,118,116,117,118,118,-1,-1
-1,-1,116,117,118,118,116,117,118,116,116,116,117,118,117,118,116,117,118,118,118,116,117,118,118,116,116,116,117,118,117,118,118,118,116,116,117,118,-1,-1
-1,-1,116,117,118,118,116,117,118,116,116,117,118,117,118,116,116,117,118,116,116,117,116,117,118,116,116,117,118,118,117,118,117,118,116,116,117,118,-1,-1
-1,-1,116,117,118,118,116,117,118,116,116,117,118,118,116,117,118,117,116,116,116,117,116,117,118,116,116,117,118,116,117,118,117,118,118,118,118,118,-1,-1
-1,-1,116,117,118,118,116,117,118,118,117,118,116,116,117,118,117,116,116,116,116,117,116,117,118,116,117,118,116,116,117,116,117,118,118,117,118,118,-1,-1
-1,-1,116,117,118,118,117,116,117,118,116,116,116,116,116,117,118,116,116,117,116,117,116,117,118,118,118,117,116,116,116,116,117,118,117,118,118,118,-1,-1
-1,-1,116,117,118,118,117,116,117,118,116,117,116,117,116,116,117,116,116,117,116,117,116,116,117,118,118,118,116,116,116,116,117,118,117,118,117,118,-1,-1
-1,-1,117,116,117,118,116,117,118,116,116,116,116,117,118,116,116,116,116,117,116,117,116,117,118,116,117,116,116,116,116,116,117,118,117,118,117,118,-1,-1
-1,-1,116,116,117,118,116,117,116,116,116,116,117,118,118,116,116,116,116,117,116,116,116,117,116,116,117,116,116,116,117,116,117,118,118,118,117,118,-1,-1
-1,-1,116,116,117,118,116,116,116,117,116,116,117,118,117,116,116,116,117,118,116,116,117,118,116,117,118,116,116,116,117,116,117,118,118,118,117,118,-1,-1
-1,-1,117,118,118,118,118,116,117,118,116,116,117,118,118,118,118,116,117,118,118,118,118,118,116,117,118,116,117,118,118,118,118,116,117,118,118,118,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
